SEG_ID,STNAME,school_score,hospital_score,landmark_score,historic_score
400528,CHESTNUT ST,0.0,0.0,0.1,1.1
400545,S 52ND ST,0.0,0.0,0.1,0.0
740108,66TH AVE,0.0,0.0,0.0,0.0
621385,ROBERTS AVE,0.2,0.1,0.0,0.0
400526,CHESTNUT ST,0.0,0.0,0.1,0.0
420780,MARKET ST,0.0,0.0,0.2,0.1
400515,CHESTNUT ST,0.0,0.1,0.1,0.0
401778,S 57TH ST,0.0,0.0,0.2,0.0
400509,CHESTNUT ST,0.0,0.1,0.2,0.0
422168,WALLACE PL,100.0,100.0,100.0,100.0
840320,RISING SUN AVE,0.0,0.0,0.0,0.0
741004,F ST,0.0,0.1,0.0,0.0
600361,MAIN ST,0.0,0.0,0.0,0.1
621409,LINCOLN DR,95.5,99.4,99.3,97.1
640898,KERBAUGH ST,100.0,100.0,100.0,100.0
621444,WISSAHICKON AVE,0.0,0.0,0.0,0.0
521475,MARTIN LUTHER KING DR,0.0,0.0,0.0,0.0
521321,W HUNTING PARK AVE,0.1,0.0,0.0,0.0
400430,N 57TH ST,0.0,0.0,0.5,0.0
960043,WALLEY AVE,0.0,0.0,0.0,0.0
960873,KREWSTOWN RD,0.0,0.0,0.0,0.0
120071,BARTRAM AVE,0.0,0.0,0.0,0.0
220378,SB DELAWARE EXP,0.0,0.0,0.0,0.0
221126,NB DELAWARE EXP,0.0,0.0,0.0,0.0
440925,N 05TH ST,0.0,0.1,0.1,0.0
441924,CALLOWHILL ST,0.0,0.1,0.0,0.0
441965,VINE STREET EXP,0.0,0.0,0.0,0.1
740922,GENEVA AVE,100.0,100.0,100.0,100.0
860725,RHAWN ST,0.0,0.0,0.0,0.0
621538,ROBERTS AVE,0.0,0.0,0.0,0.0
621357,WISSAHICKON AVE,0.0,0.0,0.0,0.0
120045,NB DELAWARE EXP,0.0,0.0,0.0,0.0
120044,SB DELAWARE EXP,0.0,0.0,0.0,0.0
100140,SB DELAWARE EXP,0.0,0.0,0.1,0.0
401774,S CECIL ST,100.0,100.0,100.0,100.0
441936,ARCH ST,0.0,0.0,0.0,0.0
420977,WALNUT ST,0.0,0.0,0.0,0.0
521439,S CHAMOUNIX DR,0.0,0.0,0.1,0.0
621464,CITY AVE,0.1,0.1,0.0,0.0
522330,RIDGE AVE,0.0,0.0,0.1,0.3
342429,PINE ST,0.0,0.0,0.0,0.0
342428,PINE ST,0.0,0.0,0.0,0.0
840473,OLD YORK RD,0.1,0.2,0.3,0.0
400104,LANSDOWNE AVE,0.0,0.1,1.0,0.0
420957,WALNUT ST,0.1,0.0,0.0,0.0
500153,N 63RD ST,0.0,0.0,0.0,0.1
120094,ISLAND AVE,0.0,0.0,0.0,0.0
800407,STENTON AVE,0.0,0.0,0.0,0.0
800411,STENTON AVE,0.0,0.0,0.0,0.0
621467,CITY AVE,0.1,0.1,0.0,0.0
740944,RISING SUN AVE,0.3,0.0,0.1,0.0
740091,66TH AVE,0.0,0.0,0.0,0.0
401202,N 66TH ST,0.0,0.0,0.0,0.0
420011,PARKSIDE AVE,0.0,0.0,0.0,0.0
420969,S 38TH ST,0.0,0.0,0.0,0.0
422612,CHESTNUT ST,0.0,0.0,0.1,0.0
420918,WALNUT ST,0.0,0.0,0.1,0.0
820943,STENTON AVE,0.0,0.1,0.1,0.0
820541,CRESHEIM VALLEY DR,0.0,0.0,0.0,0.0
521569,W SERGEANT ST,100.0,99.9,100.0,100.0
741115,N 05TH ST,0.0,0.1,0.0,0.0
741230,DELPHINE ST,100.0,100.0,100.0,100.0
400103,HAVERFORD AVE,0.0,0.0,0.0,0.0
422126,BELMONT AVE,0.2,0.0,0.2,0.0
401893,S 52ND ST,0.0,0.0,0.1,0.0
401952,MALVERN AVE,0.0,0.1,0.4,0.0
400361,VINE ST,0.0,0.0,0.0,0.0
840365,OXFORD AVE,0.0,0.0,0.0,0.0
740191,LEVICK ST,0.0,0.0,0.1,0.0
740050,E OLNEY AVE,0.0,0.0,0.0,0.0
521463,MARTIN LUTHER KING DR RMP S,0.0,0.0,0.0,0.0
400535,WALNUT ST,0.0,0.0,0.2,0.0
400539,WALNUT ST,0.0,0.0,0.1,0.0
420907,S 38TH ST,0.0,0.0,0.0,0.0
420876,N 38TH ST,0.0,0.0,0.0,0.0
401911,S CECIL ST,100.0,100.0,100.0,100.0
400006,LANCASTER AVE,0.2,0.0,0.2,0.0
420928,S 38TH ST,0.0,0.0,0.0,0.1
421122,N 38TH ST,0.0,0.0,0.0,0.0
420762,N 38TH ST,0.0,0.0,0.0,0.1
420868,MARKET ST,0.0,0.0,0.0,0.0
400537,S 57TH ST,0.0,0.0,0.2,0.0
401845,WALNUT ST,0.0,0.0,0.1,0.0
420909,CHESTNUT ST,0.0,0.0,0.1,0.1
420929,CHESTNUT ST,0.1,0.1,0.0,0.1
741258,N MARVINE ST,100.0,100.0,100.0,100.0
420848,MARKET ST,0.0,0.0,0.0,0.0
960870,VERREE RD,0.0,0.0,0.0,0.0
401359,N 54TH ST,99.8,99.9,99.9,99.9
420385,N 48TH ST,0.6,0.0,0.1,0.0
400337,N 57TH ST,0.0,0.0,0.1,0.0
400975,COBBS CREEK PKY,0.0,0.0,0.0,0.0
740760,MASCHER ST,0.0,0.0,0.0,0.0
740728,N FAIRHILL ST,100.0,100.0,100.0,100.0
441658,N 05TH ST,0.0,0.0,0.0,0.0
440864,RACE ST,0.2,0.0,0.0,0.0
401600,W GIRARD AVE,0.0,0.0,0.1,0.0
400328,HAVERFORD AVE,0.0,0.0,0.1,0.0
400144,LANSDOWNE AVE,0.0,0.0,0.0,0.0
401268,N WANAMAKER ST,100.0,100.0,100.0,100.0
401504,W GIRARD AVE,0.0,0.2,0.0,0.0
401861,CHESTNUT ST,0.1,0.1,0.0,0.0
400974,COBBS CREEK PKY,0.0,0.0,0.0,0.0
740585,LINTON ST,100.0,100.0,100.0,100.0
740658,N MARSHALL ST,100.0,100.0,100.0,100.0
420912,WALNUT ST,0.0,0.0,0.5,0.0
400243,HAVERFORD AVE,0.0,0.0,0.0,0.0
401772,LUDLOW ST,100.0,100.0,100.0,100.0
960762,PINE RD,0.0,0.0,0.0,0.0
822084,STENTON AVE,0.0,0.0,0.0,0.0
400259,N 63RD ST,0.0,0.0,0.1,0.0
402018,N PAXON ST,100.0,100.0,100.0,100.0
400112,LANSDOWNE AVE,0.0,0.0,0.2,0.0
420230,BELMONT AVE,1.1,0.0,0.1,0.1
420917,CHESTNUT ST,0.0,0.0,0.0,0.1
420007,PARKSIDE AVE,0.0,0.0,0.0,0.0
400791,HAVERFORD AVE,0.0,0.0,0.0,0.0
400192,LANSDOWNE AVE,0.6,0.1,0.0,0.0
400857,HAVERFORD AVE,0.0,1.1,0.0,0.0
400292,W GIRARD AVE,0.0,0.0,0.1,0.0
401761,CHESTNUT ST,0.1,0.1,0.1,0.0
422140,POWELTON AVE,0.0,0.0,0.0,0.0
401389,W GIRARD AVE,0.0,0.0,0.1,0.0
400228,N 52ND ST,0.0,0.0,0.1,0.0
401776,S 57TH ST,0.0,0.0,0.0,0.0
400085,LANCASTER AVE,0.0,0.0,0.1,0.0
401714,N LINDENWOOD ST,100.0,100.0,100.0,100.0
401249,N REDFIELD ST,100.0,100.0,100.0,100.0
400072,LANCASTER AVE,0.0,0.0,0.0,0.0
521437,CHAMOUNIX DR,0.0,0.0,0.0,0.0
400129,LANSDOWNE AVE,0.0,0.1,0.0,0.0
400121,LANSDOWNE AVE,0.0,0.0,0.0,0.0
400159,LANSDOWNE AVE,0.0,0.0,0.0,0.0
400620,HAVERFORD AVE,0.0,0.0,0.2,0.0
400075,N 63RD ST,0.0,0.0,0.0,0.1
400122,LANSDOWNE AVE,0.0,0.0,0.0,0.0
401240,LANSDOWNE AVE,0.0,0.0,0.0,0.0
401207,N 68TH ST,0.0,0.0,0.0,0.0
400266,N 66TH ST,0.0,0.0,0.1,0.0
400375,VINE ST,0.0,0.0,0.0,0.0
420950,WALNUT ST,0.0,0.0,0.0,0.0
420946,WALNUT ST,0.0,0.0,0.2,0.0
422181,LANSDOWNE DR,0.0,0.0,0.0,0.0
400584,S 52ND ST,0.0,0.0,0.0,0.0
401461,N 57TH ST,0.0,0.0,0.0,0.0
420915,WALNUT ST,0.0,0.0,0.2,0.0
401618,N SICKELS ST,100.0,100.0,100.0,100.0
420039,PARKSIDE AVE,0.0,0.0,0.0,0.0
401209,N 66TH ST,0.0,0.0,0.0,0.0
400110,LANCASTER AVE,0.0,0.0,0.0,0.0
422152,N 34TH ST,0.0,0.0,0.0,0.0
401604,N 57TH ST,0.0,0.0,0.1,0.0
422721,FARSON ST,100.0,100.0,100.0,100.0
401720,N RUBY ST,100.0,100.0,100.0,100.0
400325,HAVERFORD AVE,0.0,0.0,0.1,0.1
960771,KREWSTOWN RD,0.0,0.0,0.0,0.0
420883,CHESTNUT ST,0.1,0.1,0.2,0.0
401883,CHANCELLOR ST,100.0,100.0,100.0,100.0
400083,MALVERN AVE,0.0,0.0,0.0,0.0
820929,STENTON AVE,0.0,4.9,0.0,0.0
420833,CHESTNUT ST,0.1,0.0,0.0,0.0
400026,PARKSIDE AVE,0.0,0.9,0.0,0.0
422173,S CONCOURSE DR,0.0,0.0,0.0,0.0
401963,EDGEMORE RD,100.0,100.0,100.0,100.0
420608,N 48TH ST,0.2,0.0,0.1,0.1
420209,W GIRARD AVE,0.0,0.0,0.2,0.0
420640,HAVERFORD AVE,0.0,0.0,0.1,0.0
401905,IRVING ST,100.0,100.0,100.0,100.0
401210,N 66TH ST,0.0,0.1,0.1,0.0
401204,N 66TH ST,0.1,0.1,0.1,0.0
400353,N 63RD ST,0.0,0.0,0.0,0.0
400221,N 68TH ST,0.1,0.0,0.1,0.0
400841,HAVERFORD AVE,0.0,0.0,0.0,0.0
401353,N YEWDALL ST,100.0,100.0,100.0,100.0
422133,N 44TH ST,0.1,0.0,0.0,0.0
400406,VINE ST,0.0,0.0,0.0,0.0
400542,WALNUT ST,0.0,0.0,0.0,0.0
400514,CHESTNUT ST,0.1,0.0,0.1,0.0
401432,LANSDOWNE AVE,0.0,0.0,0.0,0.0
401478,LANCASTER AVE,0.0,0.3,0.0,0.0
420953,WALNUT ST,0.0,0.0,0.0,0.0
400365,VINE ST,0.0,0.0,0.1,0.0
400234,N 68TH ST,0.0,0.0,0.0,0.0
400837,LANSDOWNE AVE,0.0,0.0,0.0,0.0
500392,LANCASTER AVE,0.0,0.1,1.1,0.1
400369,N 52ND ST,0.0,0.0,0.4,0.0
420790,MARKET ST,0.0,0.0,0.0,0.0
421020,MARKET ST,0.0,0.0,0.0,0.0
500398,WOODBINE AVE,0.0,0.0,0.0,0.0
400169,LANSDOWNE AVE,0.0,0.0,0.0,0.1
400366,VINE ST,0.0,0.0,0.2,0.0
401417,N ALDEN ST,100.0,100.0,100.0,100.0
422791,LANCASTER AVE,0.2,0.3,0.3,0.0
422873,MELON ST,100.0,100.0,100.0,100.0
420778,MARKET ST,0.0,0.0,0.1,0.1
422564,S 48TH ST,0.2,0.0,0.0,0.0
441985,S 06TH ST,0.0,0.0,0.0,0.0
740584,N 02ND ST,0.0,0.0,0.0,0.0
500161,N 63RD ST,0.5,0.0,0.0,0.0
400009,N 63RD ST,0.0,0.0,0.0,0.0
400097,STEWART ST,100.0,100.0,100.0,100.0
400004,LANCASTER AVE,0.0,0.0,0.0,0.0
500400,LANCASTER AVE,0.0,0.0,0.0,0.0
420002,BELMONT AVE,0.0,0.0,0.0,0.0
400020,N 52ND ST,0.0,1.1,0.0,0.0
402015,PEARL ST,99.7,100.0,99.9,100.0
741030,F ST,0.0,0.0,0.0,0.0
320724,S 19TH ST,0.0,0.0,0.0,0.0
543706,RICHMOND ST,0.1,0.1,0.0,0.0
661194,ARAMINGO AVE,0.0,0.2,0.0,0.0
820606,OGONTZ AVE,0.0,0.0,0.1,0.0
640547,W CAYUGA ST,0.1,0.2,0.1,0.0
1060499,VERREE RD,0.0,0.0,0.0,0.0
400134,LANSDOWNE AVE,0.0,0.0,0.0,0.0
420052,41ST ST DR,0.0,0.0,0.0,0.0
543386,N DELAWARE AVE,0.1,0.1,0.0,0.0
542315,CORAL ST,0.0,0.0,0.3,0.0
621093,RIDGE AVE,0.0,0.0,0.0,0.6
741551,OXFORD CIR,0.1,0.8,0.0,0.0
600021,UMBRIA ST,0.0,0.0,0.0,0.0
442105,E COLUMBIA AVE,0.0,0.0,0.4,0.0
401314,HAVERFORD AVE,0.0,0.0,0.3,0.0
520612,N 29TH ST,0.1,0.0,0.0,0.0
521329,N 29TH ST,0.0,0.0,0.0,0.0
100066,S 84TH ST,0.0,0.0,0.0,0.0
100199,S 84TH ST,0.0,0.0,0.0,0.0
401818,WALNUT ST,0.0,0.0,0.0,0.0
400115,LANSDOWNE AVE,0.0,0.0,0.1,0.0
700582,HENRY AVE,0.0,0.0,0.0,0.0
413751,MARSHALL RD,0.0,0.0,0.0,0.0
321483,SNYDER AVE,0.0,0.0,0.0,0.0
421394,CHERRY ST,0.0,0.0,0.0,0.0
521482,WOODFORD LN,0.0,0.0,0.0,0.0
861206,RYAN AVE,0.0,0.0,0.1,0.0
420683,N 19TH ST,0.1,0.0,0.0,0.0
420664,N 19TH ST,0.0,0.0,0.0,0.0
500463,CHAMOUNIX DR,0.0,0.0,0.0,0.0
763351,HARBISON AVE,0.0,0.0,0.0,0.0
763350,HARBISON AVE,0.0,0.0,0.0,0.0
400492,MARKET ST,0.0,0.0,0.3,0.0
700558,E ROOSEVELT BLV,0.0,0.1,0.0,0.0
741527,E ROOSEVELT BLV,0.0,0.1,0.0,0.0
1160013,BUSTLETON AVE,0.0,0.0,0.0,0.0
700557,E ROOSEVELT BLV,0.1,0.4,0.1,0.0
761925,OXFORD CIR,0.0,0.0,0.0,0.0
862022,HOLME AVE,0.1,0.1,0.0,0.0
543705,FRANKFORD AVE,0.0,0.0,0.0,0.0
640765,N BROAD ST,0.0,0.2,0.6,0.0
543719,E STELLA ST,100.0,100.0,100.0,100.0
400844,VINE ST,0.0,0.0,0.0,0.0
880245,STATE RD,0.0,0.0,0.0,0.0
200732,ISLAND AVE,0.0,0.0,0.0,0.0
220926,OREGON AVE,0.1,0.0,0.0,0.0
422511,WYALUSING AVE,100.0,99.9,99.8,99.9
721542,OGONTZ AVE,0.0,0.0,0.0,0.0
423156,W GIRARD AVE,0.0,0.0,0.1,0.0
422109,W GIRARD AVE,0.0,0.0,0.0,0.0
543415,N DELAWARE AVE,0.1,0.1,0.0,0.0
420296,LANCASTER AVE,4.1,1.1,5.7,0.2
400299,W GIRARD AVE,0.0,0.0,0.0,0.0
400119,LANSDOWNE AVE,0.1,0.0,0.1,0.0
641542,N WARNOCK ST,100.0,100.0,100.0,100.0
423211,KELLY DR,0.0,0.0,0.0,0.0
862021,HOLME AVE,0.1,0.1,0.0,0.0
640813,W HUNTING PARK AVE,0.0,0.0,0.0,0.0
862020,HOLME AVE,0.0,0.8,0.0,0.0
600691,UMBRIA ST,0.0,0.0,0.0,0.0
660449,VALLEY ST,99.9,99.9,99.9,100.0
420930,WALNUT ST,0.1,0.0,0.0,0.2
640812,N 09TH ST,0.1,0.0,0.0,0.0
960889,WELSH RD,0.0,0.1,0.2,0.0
960655,E ROOSEVELT BLV,0.0,0.0,0.0,0.0
861282,E ROOSEVELT BLV,0.0,0.0,0.0,0.0
960718,E ROOSEVELT BLV,0.0,0.0,0.0,0.0
421040,LANSDOWNE DR,0.0,0.0,0.0,0.0
120111,ISLAND AVE,0.0,0.0,0.0,0.0
400389,VINE ST,0.0,0.0,0.0,0.0
221195,S BROAD ST,0.0,0.0,0.0,0.1
221165,S BROAD ST,0.0,0.0,0.0,0.0
240775,S FRONT ST,0.0,0.0,0.0,0.0
240477,WB SCHUYLKILL EXP,0.0,0.0,0.1,0.0
220233,S BROAD ST,0.0,0.3,0.0,0.0
741539,E ROOSEVELT BLV,0.0,0.1,0.0,0.0
761984,E ROOSEVELT BLV,0.2,0.1,0.0,0.0
323471,S 34TH ST,0.0,0.0,0.0,0.1
221150,ESSINGTON AVE,0.0,0.0,0.0,0.0
721553,OGONTZ AVE,0.2,0.0,0.0,0.0
221196,S BROAD ST,0.0,0.1,0.0,0.1
240780,S BROAD ST,0.0,0.1,0.0,0.1
760485,FRANKFORD AVE,0.0,0.0,0.0,0.0
960943,VERREE RD,0.0,0.0,0.0,0.0
401671,N 57TH ST,0.0,0.0,0.0,0.0
400176,LANSDOWNE AVE,0.0,0.0,0.0,0.1
442020,S 11TH ST,0.0,0.0,0.0,0.0
760061,E ROOSEVELT BLV,0.1,0.1,0.0,0.0
120109,ISLAND AVE,0.0,0.0,0.0,0.0
880666,NB DELAWARE EXP,0.0,0.0,0.0,0.0
880664,NB DELAWARE EXP,0.0,0.0,0.0,0.0
880663,SB DELAWARE EXP,0.0,0.0,0.0,0.0
940138,PINE RD,0.0,0.0,0.0,0.0
860140,VERREE RD,0.0,0.0,0.0,0.1
700583,HENRY AVE,0.0,0.0,0.0,0.0
861052,RHAWN ST,0.0,0.0,0.0,0.0
442145,NB DELAWARE EXP,0.1,0.0,0.0,0.0
423142,PARKSIDE AVE,0.0,0.0,0.0,0.0
621426,RIDGE AVE,0.0,0.1,0.1,0.1
422802,VIOLA ST,100.0,100.0,100.0,99.9
422922,W GIRARD AVE,0.0,0.0,0.0,0.0
422339,W GIRARD AVE,0.0,0.0,0.0,0.0
640401,N 09TH ST,0.1,0.0,0.0,0.0
800412,HILLCREST AVE,0.0,0.0,0.0,0.0
880662,FRANKFORD AVE,0.1,0.0,0.0,0.0
120110,ISLAND AVE,0.0,0.0,0.0,0.0
441968,SPRUCE ST,0.0,0.0,0.0,0.1
323492,CIVIC CENTER BLV,0.0,0.0,0.0,0.0
422176,S CONCOURSE DR,0.0,0.0,0.0,0.0
400153,LANSDOWNE AVE,0.0,0.0,0.0,0.0
422608,MARKET ST,0.0,0.0,0.0,0.0
742822,RISING SUN AVE,0.0,0.0,0.0,0.0
742829,RISING SUN AVE,0.0,0.0,0.0,0.0
742828,RISING SUN AVE,0.0,0.1,0.0,0.0
442023,S CHRISTOPHER COLUMBUS BLV,0.0,0.0,0.0,0.0
1080282,KNIGHTS RD,0.0,0.0,0.0,0.0
762648,E ROOSEVELT BLV,0.0,0.0,0.0,0.0
540975,KENSINGTON AVE,0.0,0.0,0.0,0.0
441784,RIDGE AVE,0.4,0.1,0.0,0.0
440322,RIDGE AVE,0.1,0.0,0.0,0.0
642594,W ROOSEVELT BLV,0.0,0.0,0.1,0.0
640400,W ROOSEVELT BLV,0.0,0.0,0.0,0.0
442134,RIDGE AVE,0.0,0.0,0.0,0.0
722199,OGONTZ AVE,0.0,0.0,0.0,0.0
742821,RISING SUN AVE,0.0,0.0,0.0,0.0
821679,OGONTZ AVE,0.3,1.7,0.1,0.1
342519,S 13TH ST,0.0,0.0,0.0,0.0
320826,SOUTH ST,0.0,0.0,0.0,0.0
1080105,TOWNSEND RD,0.0,0.0,0.0,0.0
780063,STATE RD,0.0,0.0,0.0,0.0
722188,W WALNUT LN,0.0,0.0,0.0,0.0
1080409,E ROOSEVELT BLV,0.1,0.1,0.0,0.0
423201,LANCASTER AVE,0.0,0.0,0.0,0.1
621194,W ALLEGHENY AVE,0.0,0.0,0.0,0.0
423195,SPRUCE ST,0.0,0.0,0.0,0.1
423196,S 15TH ST,0.0,0.0,0.0,0.1
720127,STENTON AVE,0.0,0.1,0.3,0.0
322782,W PASSYUNK AVE,0.0,0.0,0.0,0.1
322775,S 28TH ST,0.0,0.0,0.0,0.0
220407,W PASSYUNK AVE,0.0,0.0,0.0,0.0
621401,CITY AVE,0.1,0.1,0.0,0.0
422061,SPRUCE ST,0.0,0.0,0.0,0.0
320693,S 17TH ST,0.0,0.0,0.0,0.1
821736,STENTON AVE,0.0,0.0,0.0,0.0
620239,W ALLEGHENY AVE,0.0,0.0,0.0,0.0
621354,CITY AVE,0.1,0.1,0.0,0.0
423207,MARTIN LUTHER KING DR,0.0,0.0,0.0,0.0
442098,E COLUMBIA AVE,0.0,0.0,0.2,0.0
422306,SPRING GARDEN ST,0.0,0.0,0.0,0.0
320703,S 18TH ST,0.0,0.0,0.0,0.0
442022,S CHRISTOPHER COLUMBUS BLV,0.0,0.0,0.0,0.1
821732,STENTON AVE,0.0,0.0,0.0,0.0
441360,N 10TH ST,0.0,0.0,0.0,0.0
221170,PATTISON AVE,0.0,0.0,0.0,0.0
642592,N 05TH ST,0.0,0.0,0.0,0.0
860268,CASTOR AVE,0.0,0.0,0.0,0.0
323487,GRAYS FERRY AVE,0.0,0.0,0.0,0.0
221162,PATTISON AVE,0.0,0.2,0.0,0.0
1080588,WOODHAVEN RD,0.1,0.3,0.0,0.0
621466,CITY AVE,0.1,0.5,0.0,0.0
